0.391675,0.785577
0.829371,0.550279
0.744163,0.851894
0.682852,0.561022
0.812799,0.900113
0.106113,0.597461
0.755577,0.00341807
0.737236,0.671621
0.257576,0.443251
0.223029,0.870815
0.473342,0.00628681
0.95172,0.284982
0.869869,0.581194
0.888699,0.623554
0.00103763,0.959777
0.797784,0.677908
0.745262,0.249733
0.627705,0.285806
0.0366832,0.805139
0.346324,0.954314
0.622578,0.0801416
0.003296,0.796594
0.876522,0.313761
0.302499,0.940031
0.200171,0.449904
0.465224,0.0608539
0.0438856,0.200659
0.666097,0.202185
0.077517,0.658406
0.822108,0.531541
0.543321,0.362499
0.016541,0.193793
0.32139,0.227882
0.339213,0.916562
0.739341,0.240944
0.423261,0.523209
0.657399,0.329203
0.461257,0.0108646
0.860225,0.311136
0.980529,0.348735
0.286355,0.332438
0.159795,0.653554
0.127171,0.694693
0.967925,0.89819
0.325816,0.482894
0.906186,0.809748
0.508103,0.89819
0.635334,0.113285
0.876186,0.701712
0.268838,0.777673
0.096408,0.67629
0.613117,0.419355
0.712455,0.511704
0.136357,0.520798
0.115146,0.0201727
0.947325,0.619678
0.600391,0.0881985
0.564806,0.124729
0.545732,0.270821
0.759758,0.91522
0.237983,0.434828
0.250526,0.379345
0.381909,0.357067
0.533219,0.0489212
0.822016,0.684103
0.627796,0.485672
0.508621,0.159154
0.0216071,0.57561
0.239143,0.523423
0.591449,0.88818
0.20603,0.996857
0.78515,0.255989
0.882687,0.745781
0.844539,0.231483
0.278298,0.242775
0.350383,0.576708
0.0936308,0.925565
0.871059,0.442701
0.807581,0.0607318
0.995636,0.394543
0.227424,0.219245
0.533464,0.938261
0.532823,0.268929
0.16068,0.706046
0.345164,0.29133
0.295419,0.955962
0.853816,0.328257
0.482528,0.542131
0.529954,0.36494
0.0695517,0.0121158
0.459914,0.45555
0.45497,0.987487
0.828516,0.397717
0.68984,0.483505
0.584216,0.861995
0.714194,0.325114
0.817347,0.382641
0.00952177,0.314341
0.882168,0.116214
0.948637,0.30607
0.794397,0.773736
0.623646,0.848476
0.935636,0.632832
0.434278,0.543748
0.595264,0.0367138
0.216681,0.786248
0.381817,0.285318
0.19483,0.0334178
0.0346385,0.325205
0.535295,0.266579
0.667104,0.14478
0.786859,0.797021
